Year,Date,DATE,DOY,count,wesa.ratio,pred.ratio,WESA,DUNL,log.WESA,log.DUNL,pred.wesa,pred.wesa_SE,pred.dunl,pred.dunl_SE
2007,2007-05-07,2007/5/7,127,9600,,0.856995196,8227,1373,9.015316953,7.225369468,9.128353052,0.058281021,7.331694878,0.056056596
2007,2007-05-08,2007/5/8,128,11500,0.803167421,0.814393969,9366,2134,9.144898044,7.666441742,8.674370009,0.075686099,7.184858074,0.071993481
2007,2007-05-09,2007/5/9,129,6740,,0.753362731,5078,1662,8.532803672,7.41658002,8.175629499,0.098742604,7.043189812,0.09317349
2007,2007-05-10,2007/5/10,130,3450,,0.669070629,2308,1142,7.744696986,7.041154701,7.632131521,0.128728584,6.906690092,0.120752761
2007,2007-05-11,2007/5/11,131,8500,,0.559932362,4759,3741,8.468092245,8.227261904,7.043876076,0.167059156,6.775358915,0.156006279
2007,,,132,,,0.432253404,,,,,6.410863163,0.215286505,6.64919628,0.200327874
2007,,,133,,,0.302237095,,,,,5.733092783,0.275099887,6.528202187,0.255230221
2007,2007-05-14,2007/5/14,134,700,,0.189828394,133,567,4.896942951,6.342332882,5.010564934,0.348325625,6.412376636,0.322344838
2007,,,135,,,0.107547826,,,,,4.243279618,0.436927113,6.301719627,0.40342209
2008,,,105,,,0.003994642,,,,,6.321239934,0.253145415,11.71047693,0.195792017
2008,,,106,,,0.009135506,,,,,6.994856659,0.192177803,11.55361998,0.148427141
2008,2008-04-16,2008/4/16,107,77600,0.155844156,0.019869165,1542,76058,7.341384845,11.23926664,7.619938306,0.143422119,11.39310576,0.1109341
2008,2008-04-17,2008/4/17,108,105000,,0.040889923,4293,100707,8.365076892,11.51997613,8.196484876,0.105140895,11.22893427,0.081854446
2008,2008-04-18,2008/4/18,109,80000,,0.078984535,6319,73681,8.751436959,11.20751703,8.724496369,0.075733732,11.06110552,0.059848575
2008,2008-04-19,2008/4/19,110,31500,,0.141629094,4461,27039,8.403423295,10.20506083,9.203972785,0.0537373,10.8896195,0.04369573
2008,2008-04-20,2008/4/20,111,45100,0.28,0.23291537,10504,34596,9.259652609,10.45150829,9.634914123,0.03782534,10.71447621,0.032293997
2008,2008-04-21,2008/4/21,112,63800,0.278615794,0.348300801,22222,41578,10.00886467,10.63536035,10.01732038,0.026808657,10.53567566,0.024660307
2008,2008-04-22,2008/4/22,113,68100,0.513812155,0.473622347,32254,35846,10.38141848,10.48702404,10.35119157,0.01963513,10.35321783,0.019930436
2008,2008-04-23,2008/4/23,114,107300,0.484543494,0.591652741,63484,43816,11.05856428,10.68776941,10.63652767,0.015389705,10.16710274,0.017359007
2008,2008-04-24,2008/4/24,115,98500,0.769827586,0.690554982,68020,30480,11.12756685,10.32486978,10.8733287,0.013294395,9.97733038,0.016319486
2008,2008-04-25,2008/4/25,116,130000,0.705587393,0.766764498,99679,30321,11.50972419,10.31961611,11.06159465,0.012708284,9.783900753,0.016304183
2008,2008-04-26,2008/4/26,117,115100,0.881927711,0.822452057,94664,20436,11.45810207,9.925090922,11.20132553,0.013127526,9.586813858,0.016924255
2008,2008-04-27,2008/4/27,118,152000,0.915105386,0.861936829,131014,20986,11.78307014,9.951639516,11.29252132,0.01418534,9.386069695,0.017909702
2008,2008-04-28,2008/4/28,119,131500,0.911778963,0.889475465,116966,14534,11.66964732,9.584313188,11.33518204,0.015652019,9.181668265,0.01910937
2008,2008-04-29,2008/4/29,120,55300,,0.908447188,50237,5063,10.82452957,8.52988639,11.32930768,0.01743492,8.973609566,0.020490951
2008,2008-04-30,2008/4/30,121,117500,1,0.921271516,108249,9251,11.59220237,9.132551445,11.27489825,0.019578471,8.7618936,0.022140979
2008,2008-05-01,2008/5/1,122,76500,0.968394437,0.929575147,71112,5388,11.17203245,8.592022565,11.17195373,0.022264171,8.546520367,0.024264836
2008,2008-05-02,2008/5/2,123,54000,0.813242784,0.934386929,50457,3543,10.82889449,8.173041172,11.02047414,0.025810584,8.327489865,0.027186747
2008,2008-05-03,2008/5/3,124,22400,,0.936288144,20973,1427,9.951031913,7.264132088,10.82045948,0.030673345,8.104802096,0.031349782
2008,2008-05-04,2008/5/4,125,48000,0.872222222,0.935504598,44904,3096,10.71230934,8.038117907,10.57190973,0.037445159,7.878457059,0.037315856
2008,2008-05-05,2008/5/5,126,13620,,0.931943522,12693,927,9.448890295,6.832955468,10.27482491,0.046855797,7.648454754,0.045765731
2008,2008-05-06,2008/5/6,127,5200,,0.925178339,4811,389,8.478852982,5.966332969,9.929205007,0.059772101,7.414795182,0.05749901
2008,2008-05-07,2008/5/7,128,12300,0.758957655,0.914379936,11247,1053,9.327934341,6.960468019,9.53505003,0.077197982,7.177478342,0.073434143
2008,2008-05-08,2008/5/8,129,18600,0.944805195,0.898190299,16706,1894,9.723603397,7.546794909,9.092359975,0.100274419,6.936504234,0.094608427
2008,2008-05-09,2008/5/9,130,16940,0.943952802,0.874541997,14815,2125,9.603445505,7.662119171,8.601134843,0.130279459,6.691872858,0.122178
2008,,,131,,,0.840464007,,,,,8.061374633,0.168628221,6.443584215,0.157417847
2008,,,132,,,0.792019637,,,,,7.473079346,0.216872889,6.191638303,0.201721799
2008,2008-05-12,2008/5/12,133,2050,,0.724741243,1486,564,7.304327326,6.337321983,6.836248982,0.276702719,5.936035125,0.256602528
2008,,,134,,,0.635194358,,,,,6.15088354,0.349944035,5.676774678,0.323691556
2008,,,135,,,0.524114312,,,,,5.416983021,0.43856023,5.413856963,0.404739245
2009,,,105,,,0.051363351,,,,,6.64784611,0.254370208,9.604943381,0.196672207
2009,,,106,,,0.08807703,,,,,7.513567001,0.193442558,9.90053479,0.149392984
2009,2009-04-17,2009/4/17,107,53320,0.115264798,0.142705361,7609,45711,8.937225004,10.73011503,8.29797428,0.144725964,10.14809184,0.111981622
2009,2009-04-18,2009/4/18,108,36800,,0.217028369,7987,28813,8.985651126,10.26862901,9.001067948,0.10648296,10.34761453,0.082979674
2009,2009-04-19,2009/4/19,109,40500,0.166666667,0.308412777,12491,28009,9.432821102,10.24032695,9.622848004,0.077113146,10.49910285,0.061047537
2009,2009-04-20,2009/4/20,110,38050,,0.409400305,15578,22472,9.653658696,10.02008403,10.16331445,0.055153192,10.60255682,0.044964453
2009,2009-04-21,2009/4/21,111,120000,0.616795367,0.510060426,61207,58793,11.02203728,10.98179082,10.62246728,0.039276838,10.65797643,0.033628507
2009,2009-04-22,2009/4/22,112,136000,0.662576687,0.601693484,81830,54170,11.31241526,10.8998952,11.0003065,0.028294892,10.66536168,0.026056632
2009,2009-04-23,2009/4/23,113,141400,,0.679264209,96048,45352,11.47261333,10.72223251,11.29683211,0.021155231,10.62471256,0.021384604
2009,2009-04-24,2009/4/24,114,160000,0.480263158,0.74151268,118642,41358,11.68387451,10.63004464,11.51204411,0.0169428,10.53602909,0.018867044
2009,2009-04-25,2009/4/25,115,134000,0.838944495,0.789661423,105815,28185,11.56945353,10.24659378,11.6459425,0.014879613,10.39931126,0.017877418
2009,2009-04-26,2009/4/26,116,121000,0.848324515,0.825996183,99946,21054,11.5123907,9.954915273,11.69852727,0.014324756,10.21455906,0.017908039
2009,2009-04-27,2009/4/27,117,93500,0.895,0.852924762,79748,13752,11.28664532,9.528978429,11.66979844,0.014774379,9.981772509,0.01857006
2009,2009-04-28,2009/4/28,118,80200,0.846960168,0.872531358,69977,10223,11.1559364,9.232491719,11.55975599,0.015861705,9.700951594,0.019593485
2009,2009-04-29,2009/4/29,119,116500,0.938381589,0.886443446,103271,13229,11.54511828,9.490267848,11.36839993,0.017357023,9.37209632,0.020827158
2009,2009-04-30,2009/4/30,120,82000,0.851916376,0.895845395,73459,8541,11.20450071,9.052712704,11.09573026,0.019167694,8.995206685,0.02223877
2009,2009-05-01,2009/5/1,121,69500,0.892703863,0.901539961,62657,6843,11.04544708,8.831123648,10.74174698,0.021338144,8.57028269,0.023914857
2009,2009-05-02,2009/5/2,122,106000,0.933228594,0.904010548,95825,10175,11.47029056,9.227775678,10.30645008,0.024049871,8.097324334,0.026060799
2009,2009-05-03,2009/5/3,123,40200,,0.90346562,36319,3881,10.50013259,8.264023866,9.78983958,0.027621441,7.576331619,0.029000823
2009,2009-05-04,2009/5/4,124,23000,,0.899859276,20697,2303,9.937780923,7.742504729,9.191915463,0.032508488,7.007304543,0.033177997
2009,2009-05-05,2009/5/5,125,7000,,0.892886654,6250,750,8.740529777,6.621130542,8.512677735,0.039303717,6.390243107,0.039154238
2009,2009-05-06,2009/5/6,126,770,,0.88195438,679,91,6.522247011,4.520648007,7.752126395,0.048736899,5.725147311,0.047610306
2009,2009-05-07,2009/5/7,127,800,,0.866128544,693,107,6.542331943,4.683030499,6.910261444,0.061674877,5.012017154,0.059345806
2009,2009-05-08,2009/5/8,128,157,,0.844069491,133,24,4.894243116,3.237936607,5.987082881,0.079121561,4.250852637,0.075279188
2009,,,129,,,0.813980131,,,,,4.982590707,0.102217929,3.44165376,0.096447747
2009,,,130,,,0.773630816,,,,,3.896784921,0.13224203,2.584420523,0.124007622
2009,,,131,,,0.72058387,,,,,2.729665523,0.170608982,1.679152925,0.159233798
2009,,,132,,,0.652802017,,,,,1.481232514,0.218870969,0.725850967,0.203520106
2009,,,133,,,0.569787644,,,,,0.151485894,0.278717248,-0.275485351,0.258379219
2009,,,134,,,0.474067757,,,,,-1.259574338,0.351974141,-1.32485603,0.325442656
2009,,,135,,,0.372141173,,,,,-2.751948181,0.440605042,-2.422261068,0.406460783
2010,,,105,,,0.090978827,,,,,8.153890509,0.256006697,10.46637383,0.19795678
2010,2010-04-16,2010/4/16,106,53700,0.070837167,0.145039537,7789,45911,8.960547757,10.73449001,8.753324102,0.195119008,10.54839639,0.150763208
2010,2010-04-17,2010/4/17,107,61800,0.200457317,0.218081896,13477,48323,9.508848224,10.78567407,9.300846953,0.146441505,10.60808943,0.113433526
2010,2010-04-18,2010/4/18,108,82900,0.436213992,0.307840839,25520,57380,10.14725714,10.95746842,9.796459063,0.10823672,10.64545293,0.084509285
2010,2010-04-19,2010/4/19,109,93550,0.48409894,0.407548289,38126,55424,10.54868171,10.92278346,10.24016043,0.078904255,10.66048691,0.062650882
2010,2010-04-20,2010/4/20,110,91950,0.45398773,0.507871837,46699,45251,10.75149549,10.72000623,10.63195106,0.056980779,10.65319136,0.046637558
2010,2010-04-21,2010/4/21,111,82500,,0.600264337,49522,32978,10.81018861,10.4036321,10.97183094,0.041140033,10.62356628,0.0353674
2010,2010-04-22,2010/4/22,112,116850,0.627819549,0.679422717,79391,37459,11.28214715,10.53104113,11.25980008,0.030192823,10.57161166,0.02785734
2010,2010-04-23,2010/4/23,113,127900,,0.74367356,95116,32784,11.4628614,10.397731,11.49585848,0.023087027,10.49732752,0.023243154
2010,2010-04-24,2010/4/24,114,209500,0.842105263,0.793910051,166324,43176,12.02169992,10.67305962,11.68000614,0.01890759,10.40071385,0.020779463
2010,2010-04-25,2010/4/25,115,207000,,0.832247656,172275,34725,12.05685466,10.45523634,11.81224306,0.016876528,10.28177065,0.019839734
2010,,,116,,,0.861057603,,,,,11.89256923,0.016352923,10.14049792,0.019916277
2010,2010-04-27,2010/4/27,117,141000,0.963282937,0.882470854,124428,16572,11.73149369,9.715506583,11.92098467,0.016832928,9.976895662,0.020620249
2010,2010-04-28,2010/4/28,118,120000,,0.898206491,107785,12215,11.58790101,9.41051994,11.89748936,0.017949765,9.790963873,0.021681651
2010,2010-04-29,2010/4/29,119,105000,0.8933039,0.909565788,95504,9496,11.46693815,9.158688301,11.82208331,0.019473724,9.582702554,0.022949328
2010,2010-04-30,2010/4/30,120,87700,0.866513234,0.917489268,80464,7236,11.29557521,8.886988454,11.69476652,0.021312163,9.352111707,0.024390971
2010,2010-05-01,2010/5/1,121,76600,0.899590164,0.922624857,70673,5927,11.16583394,8.687431362,11.51553898,0.023509512,9.099191329,0.026093117
2010,2010-05-02,2010/5/2,122,60900,0.904645477,0.925385707,56356,4544,10.93946155,8.421785303,11.28440071,0.026247267,8.823941422,0.028261145
2010,2010-05-03,2010/5/3,123,76700,0.935309973,0.925990928,71024,5676,11.17078023,8.644265538,11.00135169,0.029843994,8.526361986,0.031219281
2010,2010-05-04,2010/5/4,124,74000,0.942465753,0.924488228,68412,5588,11.13332003,8.628532595,10.66639193,0.034755327,8.20645302,0.035410595
2010,2010-05-05,2010/5/5,125,82500,0.945348837,0.920758932,75963,6537,11.23800971,8.785445949,10.27952143,0.041573971,7.864214524,0.041397003
2010,2010-05-06,2010/5/6,126,42400,,0.914505555,38775,3625,10.56555769,8.195875588,9.840740189,0.051029698,7.499646499,0.049859265
2010,,,127,,,0.905221539,,,,,9.350048205,0.063989349,7.112748945,0.061596985
2010,2010-05-08,2010/5/8,128,18350,,0.892142956,16371,1979,9.703317041,7.59094139,8.807445479,0.081456835,6.703521861,0.077528615
2010,2010-05-09,2010/5/9,129,7500,,0.874184914,6556,944,8.788347458,6.85077547,8.212932011,0.104573135,6.271965247,0.098691449
2010,2010-05-10,2010/5/10,130,4150,,0.849874162,3527,623,8.168480117,6.436185986,7.566507801,0.134616297,5.818079105,0.126241626
2010,,,131,,,0.817309889,,,,,6.86817285,0.173001438,5.341863432,0.161454132
2010,,,132,,,0.774223731,,,,,6.117927157,0.221280745,4.84331823,0.205722795
2010,2010-05-13,2010/5/13,133,40,,0.718267189,29,11,3.392179764,2.507101221,5.315770722,0.281143472,4.322443499,0.260560291
2010,,,134,,,0.647695638,,,,,4.461703546,0.354415942,3.779239238,0.32759814
2010,,,135,,,0.562532171,,,,,3.555725627,0.44306155,3.213705447,0.408586704
2011,,,105,,,0.012717583,,,,,6.890594496,0.258054882,11.19854734,0.199645734
2011,2011-04-16,2011/4/16,106,90500,0.074175824,0.025816582,2336,88164,7.756794781,11.38696079,7.53898132,0.197207154,11.12291509,0.152537816
2011,2011-04-17,2011/4/17,107,51000,,0.049698313,2535,48465,7.838191088,10.78862576,8.137031107,0.148568742,11.03891986,0.115289813
2011,2011-04-18,2011/4/18,108,64363,,0.090080833,5798,58565,8.66541881,10.97791178,8.684743856,0.110402176,10.94656164,0.086443279
2011,2011-04-19,2011/4/19,109,91000,0.052264808,0.152373914,13866,77134,9.537269085,11.25331207,9.182119568,0.08110706,10.84584043,0.064658609
2011,2011-04-20,2011/4/20,110,92400,0.136216216,0.238454781,22033,70367,10.00035206,11.16149074,9.629158242,0.059220062,10.73675623,0.048715046
2011,2011-04-21,2011/4/21,111,49250,0.257575758,0.343473857,16916,32334,9.736079482,10.38390281,10.02585988,0.043414923,10.61930904,0.037510676
2011,2011-04-22,2011/4/22,112,62800,0.686046512,0.456076736,28642,34158,10.26265106,10.43879253,10.37222448,0.032502449,10.49349886,0.030062431
2011,2011-04-23,2011/4/23,113,55150,0.655312247,0.56314686,31058,24092,10.34362939,10.08969533,10.66825204,0.025430519,10.35932569,0.025506086
2011,2011-04-24,2011/4/24,114,99200,0.60842627,0.655300281,65006,34194,11.08224697,10.43984092,10.91394256,0.021284076,10.21678954,0.023096264
2011,2011-04-25,2011/4/25,115,96725,0.820018365,0.728946184,70507,26218,11.16348599,10.17422743,11.10929605,0.019285137,10.0658904,0.022206431
2011,2011-04-26,2011/4/26,116,96650,,0.784913154,75862,20788,11.23668247,9.942186191,11.2543125,0.018792785,9.906628264,0.022328898
2011,2011-04-27,2011/4/27,117,92300,0.742063492,0.826090019,76248,16052,11.24176101,9.683644251,11.34899191,0.019303173,9.739003143,0.02307482
2011,2011-04-28,2011/4/28,118,96750,,0.855719923,82791,13959,11.32408554,9.543958356,11.39333429,0.020449521,9.563015034,0.024174199
2011,2011-04-29,2011/4/29,119,87000,,0.87659718,76264,10736,11.2419688,9.281455218,11.38733962,0.02200212,9.378663935,0.02547588
2011,2011-04-30,2011/4/30,120,102000,,0.89084354,90866,11134,11.41715263,9.317844889,11.33100792,0.023868329,9.185949848,0.026947555
2011,2011-05-01,2011/5/1,121,57850,,0.899940672,52062,5788,10.8602015,8.663789489,11.22433918,0.026092576,8.984872772,0.028675759
2011,2011-05-02,2011/5/2,122,80750,,0.904834159,73065,7685,11.19912333,8.947109145,11.06733341,0.028856359,8.775432707,0.030865873
2011,2011-05-03,2011/5/3,123,60850,0.870212766,0.906028715,55132,5718,10.91750096,8.651575938,10.8599906,0.032478242,8.557629654,0.033842121
2011,2011-05-04,2011/5/4,124,61200,0.90408805,0.903646885,55303,5897,10.92060394,8.682336482,10.60231075,0.037413861,8.331463612,0.038047575
2011,2011-05-05,2011/5/5,125,17800,0.871641791,0.897444044,15975,1825,9.678811827,7.510154666,10.29429386,0.04425592,8.096934581,0.04404415
2011,2011-05-06,2011/5/6,126,20590,0.790654206,0.886778739,18259,2331,9.812455791,7.754578352,9.935939932,0.053734191,7.854042561,0.052512605
2011,2011-05-07,2011/5/7,127,20750,0.822274882,0.870540584,18064,2686,9.801715984,7.896285884,9.527248969,0.066715516,7.602787552,0.064252547
2011,2011-05-08,2011/5/8,128,6100,,0.847047375,5167,933,8.550238915,6.839488228,9.068220968,0.084203804,7.343169555,0.080182425
2011,2011-05-09,2011/5/9,129,20200,0.921538462,0.813951883,16442,3758,9.707644676,8.231953989,8.55885593,0.107340036,7.075188569,0.101339533
2011,2011-05-10,2011/5/10,130,7125,,0.768266649,5474,1651,8.607929267,7.40980256,7.999153855,0.137402259,6.798844594,0.128880013
2011,2011-05-11,2011/5/11,131,7450,,0.706737079,5265,2185,8.569062656,7.68974118,7.389114742,0.17580559,6.514137631,0.164078847
2011,2011-05-12,2011/5/12,132,207,,0.626917386,130,77,4.873454576,4.359628932,6.728738591,0.224102216,6.221067678,0.208329867
2011,,,133,,,0.529173496,,,,,6.018025403,0.283981391,5.919634737,0.263145747
2011,,,134,,,0.41897672,,,,,5.256975178,0.35726944,5.609838807,0.330158005
2011,,,135,,,0.307381106,,,,,4.445587915,0.445929753,5.291679889,0.411117007
2012,,,105,,,0.58600021,,,,,9.426345937,0.260514763,9.342127592,0.201739072
2012,,,106,,,0.600607645,,,,,9.788946625,0.199706996,9.603409961,0.154716806
2012,2012-04-16,2012/4/16,107,49900,,0.616589165,30768,19132,10.33425645,9.85918036,10.11726857,0.151107674,9.826803336,0.117550483
2012,2012-04-17,2012/4/17,108,88500,,0.6338454,56095,32405,10.93482545,10.38608906,10.41131176,0.112979328,10.01230772,0.088781655
2012,2012-04-18,2012/4/18,109,68100,0.576271186,0.652253228,44418,23682,10.7014326,10.07249399,10.6710762,0.083721561,10.1599231,0.067070719
2012,2012-04-19,2012/4/19,110,96600,0.620408163,0.671664399,64883,31717,11.08035296,10.36464653,10.8965619,0.061871041,10.2696495,0.051196916
2012,2012-04-20,2012/4/20,111,87800,,0.691905344,60749,27051,11.01452712,10.20550553,11.08776885,0.046101509,10.34148689,0.040058334
2012,2012-04-21,2012/4/21,112,101250,0.882051282,0.712778492,72169,29081,11.18677726,10.27788082,11.24469705,0.035223771,10.3754353,0.032671904
2012,2012-04-22,2012/4/22,113,122050,0.808457711,0.734065296,89593,32457,11.40303994,10.38771241,11.36734651,0.028185706,10.37149471,0.028173401
2012,2012-04-23,2012/4/23,114,100350,0.775051125,0.755531075,75818,24532,11.23609818,10.10779304,11.45571721,0.024072258,10.32966512,0.025817448
2012,2012-04-24,2012/4/24,115,126500,0.778714436,0.776931548,98282,28218,11.49560473,10.24775643,11.50980917,0.022105443,10.24994654,0.024977511
2012,2012-04-25,2012/4/25,116,117050,0.723507917,0.798020768,93408,23642,11.44474652,10.07080837,11.52962238,0.021644344,10.13233897,0.025145901
2012,2012-04-26,2012/4/26,117,113200,0.793103448,0.818559937,92661,20539,11.43671358,9.930130223,11.51515684,0.022185113,9.976842404,0.025933773
2012,2012-04-27,2012/4/27,118,109000,0.801217039,0.838326406,91378,17622,11.42276636,9.776984075,11.46641256,0.023360972,9.783456843,0.027071129
2012,2012-04-28,2012/4/28,119,117800,0.806624888,0.857122134,100969,16831,11.5225786,9.731037864,11.38338952,0.024942211,9.552182287,0.028406815
2012,2012-04-29,2012/4/29,120,86600,0.893617021,0.87478082,75756,10844,11.23528638,9.291457667,11.26608774,0.02683619,9.283018737,0.029908522
2012,2012-04-30,2012/4/30,121,55650,0.972318339,0.891173138,49594,6056,10.81164097,8.709005377,11.11450721,0.029087336,8.975966194,0.031662784
2012,2012-05-01,2012/5/1,122,62150,0.983233533,0.906209647,56321,5829,10.93883925,8.670784364,10.92864794,0.031877146,8.631024656,0.033874983
2012,2012-05-02,2012/5/2,123,57750,,0.919841255,53121,4629,10.88034328,8.440348323,10.70850991,0.035524186,8.248194123,0.036869344
2012,2012-05-03,2012/5/3,124,69500,0.875706215,0.932057384,64778,4722,11.07873657,8.460201969,10.45409314,0.040484092,7.827474597,0.041088938
2012,2012-05-04,2012/5/4,125,56500,,0.942882172,53273,3227,10.88320073,8.079666753,10.16539762,0.047349566,7.368866076,0.047095679
2012,2012-05-05,2012/5/5,126,18200,,0.952369259,17333,867,9.760432122,6.766052858,9.842423353,0.056850381,6.872368562,0.055570329
2012,2012-05-06,2012/5/6,127,7750,,0.960595722,7445,305,8.915380795,5.724836467,9.485170337,0.069853379,6.337982053,0.067312491
2012,2012-05-07,2012/5/7,128,9600,0.961538462,0.967655725,9289,311,9.136747109,5.741415524,9.093638573,0.08736247,5.76570655,0.083240617
2012,2012-05-08,2012/5/8,129,12000,0.96474359,0.97365439,11684,316,9.366048639,5.759366401,8.667828062,0.110518633,5.155542052,0.104392
2012,2012-05-09,2012/5/9,130,2900,,0.978702239,2838,62,7.951290454,4.139373816,8.207738803,0.140599917,4.507488561,0.131922782
2012,2012-05-10,2012/5/10,131,1480,,0.982910462,1455,25,7.283247304,3.269284356,7.713370796,0.179021438,3.821546075,0.167107946
2012,,,132,,,0.986387126,,,,,7.184724041,0.227335383,3.097714595,0.211341322
2012,,,133,,,0.989234338,,,,,6.621798538,0.287231007,2.335994121,0.266135585
2012,,,134,,,0.991546302,,,,,6.024594287,0.360534632,1.536384653,0.333122253
2012,,,135,,,0.99340816,,,,,5.393111289,0.449209653,0.698886191,0.414051693
2013,2013-04-15,2013/4/15,105,69533,,1.00E-04,7,69526,2.073232203,11.14947116,1.65524879,0.263386339,10.73598761,0.204236792
2013,2013-04-16,2013/4/16,106,50167,,0.00033647,17,50150,2.883666687,10.82279613,3.053371946,0.202618534,10.91501596,0.157300178
2013,2013-04-17,2013/4/17,107,65500,,0.001068605,70,65430,4.262590076,11.08875153,4.347262133,0.154058302,11.04985634,0.120215535
2013,2013-04-18,2013/4/18,108,67150,0.02300885,0.003199197,215,66935,5.374472789,11.11149482,5.536919351,0.115968176,11.14050873,0.091524413
2013,2013-04-19,2013/4/19,109,66000,,0.009007752,595,65405,6.389420968,11.08837674,6.6223436,0.086747757,11.18697315,0.069887211
2013,2013-04-20,2013/4/20,110,69000,,0.023724378,1637,67363,7.40122033,11.1178663,7.603534881,0.064933716,11.18924958,0.054083169
2013,2013-04-21,2013/4/21,111,79333,,0.057784509,4584,74749,8.430593023,11.22190157,8.480493194,0.04919979,11.14733804,0.043010375
2013,2013-04-22,2013/4/22,112,84000,,0.127478949,10708,73292,9.278861428,11.20221722,9.253218537,0.038356789,11.06123852,0.035685759
2013,2013-04-23,2013/4/23,113,90000,,0.247310425,22258,67742,10.01049893,11.12347732,9.921710912,0.031352589,10.93095101,0.031245099
2013,2013-04-24,2013/4/24,114,87750,0.210526316,0.410903317,36057,51693,10.49287754,10.85310153,10.48597032,0.027272136,10.75647553,0.028943015
2013,2013-04-25,2013/4/25,115,79025,,0.582949451,46068,32957,10.73788644,10.40300204,10.94599676,0.025337444,10.53781207,0.028152974
2013,2013-04-26,2013/4/26,116,124250,0.774580336,0.725591173,90155,34095,11.40929349,10.43694406,11.30179023,0.024907598,10.27496063,0.028367286
2013,2013-04-27,2013/4/27,117,87000,0.837037037,0.825230031,71795,15205,11.18158422,9.629444533,11.55335073,0.025478749,9.967921208,0.029197109
2013,2013-04-28,2013/4/28,118,108667,,0.888386471,96538,12129,11.47770538,9.403412875,11.70067826,0.026684119,9.616693808,0.030372443
2013,2013-04-29,2013/4/29,119,84242,0.92139738,0.926823369,78077,6165,11.26546942,8.726731935,11.74377282,0.028293999,9.221278429,0.031742133
2013,2013-04-30,2013/4/30,120,105775,0.961337513,0.950062635,100493,5282,11.51785206,8.572273013,11.68263442,0.030215747,8.781675071,0.033273871
2013,2013-05-01,2013/5/1,121,110934,0.960455764,0.964256163,106969,3965,11.58030177,8.285565451,11.51726304,0.032493791,8.297883733,0.035054191
2013,2013-05-02,2013/5/2,122,90000,,0.973052541,87575,2425,11.38025917,7.794110909,11.2476587,0.035309629,7.769904415,0.037288476
2013,2013-05-03,2013/5/3,123,82610,,0.97855254,80838,1772,11.30021759,7.480301212,10.87382139,0.038981826,7.197737119,0.04030095
2013,2013-05-04,2013/5/4,124,79750,0.997001499,0.98195606,78311,1439,11.26845607,7.272401343,10.39575111,0.043966017,6.581381842,0.044534683
2013,,,125,,,0.983941913,,,,,9.813447859,0.050854907,5.920838587,0.050551591
2013,2013-05-06,2013/5/6,126,84980,0.977876106,0.984877314,83695,1285,11.33494496,7.159389757,9.126911641,0.060378266,5.216107352,0.059032435
2013,2013-05-07,2013/5/7,127,22700,,0.984926624,22358,342,10.0149768,5.838213228,8.336142455,0.073402937,4.467188137,0.070776818
2013,2013-05-08,2013/5/8,128,78,,0.984098341,77,1,4.353622924,0.806622897,7.441140301,0.090932831,3.674080943,0.086703191
2013,2013-05-09,2013/5/9,129,263,,0.982247499,258,5,5.558105594,1.734996466,6.441905178,0.114108926,2.83678577,0.10784885
2013,,,130,,,0.979034335,,,,,5.338437086,0.144209271,1.955302618,0.135369934
2013,,,131,,,0.973824151,,,,,4.130736025,0.182648982,1.029631486,0.170541427
2013,,,132,,,0.965492302,,,,,2.818801996,0.230980246,0.059772374,0.214757159
2013,,,133,,,0.952068637,,,,,1.402634998,0.290892318,-0.954274717,0.269529805
2013,,,134,,,0.93012608,,,,,-0.117764968,0.364211521,-2.012509787,0.336490884
2013,,,135,,,0.893854999,,,,,-1.742397903,0.452901248,-3.114932837,0.417390761
2014,2014-04-15,2014/4/15,105,51000,0,0.025110558,1281,49719,7.155894587,10.81416982,7.012407834,0.266669611,10.57215305,0.207138894
2014,2014-04-16,2014/4/16,106,42700,0.023041475,0.052410756,2238,40462,7.7137575,10.60814476,7.729694585,0.205941767,10.5739537,0.160287933
2014,2014-04-17,2014/4/17,107,30300,0.013157895,0.100991482,3060,27240,8.026510624,10.21247693,8.37760869,0.157420626,10.55591602,0.123284969
2014,2014-04-18,2014/4/18,108,53200,,0.177500151,9443,43757,9.153135748,10.68642955,8.956150149,0.11936872,10.51804001,0.094671554
2014,2014-04-19,2014/4/19,109,35200,0.476923077,0.281674473,9915,25285,9.20189899,10.13800848,9.465318962,0.09018565,10.46032567,0.073108086
2014,2014-04-20,2014/4/20,110,59800,0.640151515,0.402601251,24076,35724,10.08899382,10.48361846,9.905115129,0.068408086,10.382773,0.057373805
2014,2014-04-21,2014/4/21,111,78650,,0.52278944,41117,37533,10.62421073,10.53299209,10.27553865,0.052709768,10.28538199,0.046366798
2014,2014-04-22,2014/4/22,112,90000,,0.627476634,56473,33527,10.94153381,10.42013926,10.57658953,0.041901503,10.16815265,0.039103997
2014,2014-04-23,2014/4/23,113,66250,,0.71011012,47045,19205,10.75887678,9.86298866,10.80826775,0.034931168,10.03108498,0.034721179
2014,2014-04-24,2014/4/24,114,58200,,0.771139694,44880,13320,10.71177718,9.49707223,10.97057334,0.030883709,9.874178974,0.032472964
2014,2014-04-25,2014/4/25,115,61500,,0.814258673,50077,11423,10.82133524,9.343479704,11.06350628,0.028981141,9.697434637,0.031732819
